task_id,method_id,resolution,precision_class,n_pairs,pose_valid,pose_auc_5,pose_auc_10,pose_auc_20,success_count_5,success_count_10,success_count_20
sthereo_day_night_vis_vis,loftr,1024,fp32,100,100,3.318271945427038,7.477198911723076,12.686064865664044,9,14,22
sthereo_day_night_vis_vis,loftr,1024,mp,100,100,1.753103857517753,5.695066987959835,11.754371013453447,5,12,23
sthereo_day_night_vis_vis,mast3r,128,fp32,100,80,0.0,0.6725165857117907,5.482253081776687,0,3,17
sthereo_day_night_vis_vis,mast3r,128,mp,100,80,0.0,0.5589391158531114,2.687127701041609,0,1,8
sthereo_day_night_vis_vis,mast3r,256,fp32,100,91,1.4043517121815308,2.811134677004478,8.205668239063826,2,11,15
sthereo_day_night_vis_vis,mast3r,256,mp,100,92,1.4427746593647683,3.793186537657226,9.265850087767246,3,8,17
sthereo_day_night_vis_vis,mast3r,512,fp32,100,95,3.1481585682411364,9.091502835888608,16.728883794846663,9,20,27
sthereo_day_night_vis_vis,mast3r,512,mp,100,93,2.841999191325455,10.480478989474266,19.03857510591342,10,22,31
sthereo_day_night_vis_vis,mast3r,1024,fp32,100,93,1.614833553608257,4.253666494291871,6.505567722362899,5,8,9
sthereo_day_night_vis_vis,mast3r,1024,mp,100,93,2.2050975252259595,5.272360443679904,8.44449348703145,6,9,12
sthereo_day_night_vis_vis,matchanything-eloftr,128,fp16,100,0,0.0,0.0,0.0,0,0,0
sthereo_day_night_vis_vis,matchanything-eloftr,128,fp32,100,0,0.0,0.0,0.0,0,0,0
sthereo_day_night_vis_vis,matchanything-eloftr,128,mp,100,0,0.0,0.0,0.0,0,0,0
sthereo_day_night_vis_vis,matchanything-eloftr,256,fp16,100,83,1.5291200303975867,3.759041978503334,10.41770249961336,2,9,24
sthereo_day_night_vis_vis,matchanything-eloftr,256,fp32,100,83,1.0288991490844592,4.0122500650347215,11.334136671967546,3,10,28
sthereo_day_night_vis_vis,matchanything-eloftr,256,mp,100,83,1.0613174093103213,3.474871999782478,9.383594088081656,3,8,22
sthereo_day_night_vis_vis,matchanything-eloftr,512,fp16,100,67,0.7356887683437318,3.221048812170534,8.628206075283568,1,8,17
sthereo_day_night_vis_vis,matchanything-eloftr,512,fp32,100,67,1.8960403023794048,5.059346244329319,12.229880546506408,7,9,24
sthereo_day_night_vis_vis,matchanything-eloftr,512,mp,100,67,1.9555070689070149,4.448362586253942,10.576681244032612,5,10,21
sthereo_day_night_vis_vis,matchanything-eloftr,1024,fp16,100,77,0.7229917847894665,2.1191855175685697,6.089507882691985,2,4,14
sthereo_day_night_vis_vis,matchanything-eloftr,1024,fp32,100,77,1.0733267220619898,2.557898223526146,6.256485008952399,3,6,12
sthereo_day_night_vis_vis,matchanything-eloftr,1024,mp,100,75,1.4157896293529026,3.49413339887323,8.31075431929134,4,8,16
sthereo_day_night_vis_vis,orb-cuda,128,native,100,0,0.0,0.0,0.0,0,0,0
sthereo_day_night_vis_vis,orb-cuda,256,native,100,95,0.0,0.6448575100028435,2.6381181397283107,0,2,7
